Vulnerable_population,Section,Long_title,Short_title,Group,Group1,Subgroup,AIAN,Asian,Black,Highly.Rural,Hispanic,Men,Missing,Mood.Anxiety,Multirace,NHOPI,No.Mental.Health,Other.Mental.Health,Other.Rural,PTSD,Serious.Mental.Illness,Substance.Abuse,Unknown,Urban,White,Women,X18.44,X45.64,X65.,X65.74,X75.84,X85.
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL, Overweight/Obesity,4778,4171,151909,NA,60100,NA,NA,NA,5929,5807,NA,NA,NA,NA,NA,NA,28247,NA,611947,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Thyroid Disorders ,1928,1840,37116,NA,20988,NA,NA,NA,2191,2341,NA,NA,NA,NA,NA,NA,8155,NA,333622,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Osteoporosis,242,461,5387,NA,2802,NA,NA,NA,333,399,NA,NA,NA,NA,NA,NA,628,NA,53319,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Vitamin D Deficiency,1348,1683,51458,NA,12191,NA,NA,NA,1734,1614,NA,NA,NA,NA,NA,NA,6708,NA,176682,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,"Endocrine, Metabolic and Nutritional Disorders - Other",3546,3815,97979,NA,39737,NA,NA,NA,4095,4228,NA,NA,NA,NA,NA,NA,16063,NA,485821,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,ENDOCRINE/METABOLIC/NUTRITIONAL,Fluid and Electrolyte Disorders,1305,1010,41423,NA,11721,NA,NA,NA,1491,1335,NA,NA,NA,NA,NA,NA,3335,NA,154941,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Hypertension,13569,18049,486421,NA,135114,NA,NA,NA,16604,18299,NA,NA,NA,NA,NA,NA,64022,NA,2130807,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Chest Pain/Angina,1727,1593,54047,NA,16928,NA,NA,NA,2093,1879,NA,NA,NA,NA,NA,NA,6425,NA,190032,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Acute MI,206,186,4566,NA,1653,NA,NA,NA,227,220,NA,NA,NA,NA,NA,NA,502,NA,24800,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Coronary Artery Disease,3974,3969,75915,NA,30711,NA,NA,NA,4622,5210,NA,NA,NA,NA,NA,NA,9575,NA,765296,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Heart Failure,1301,1103,44205,NA,9823,NA,NA,NA,1739,1786,NA,NA,NA,NA,NA,NA,2608,NA,209681,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Valvular Disease,632,760,16710,NA,6144,NA,NA,NA,880,1017,NA,NA,NA,NA,NA,NA,1958,NA,127061,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Atrial Fibrillation/Flutter,1105,1132,21000,NA,7765,NA,NA,NA,1509,1846,NA,NA,NA,NA,NA,NA,2308,NA,263841,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Arrhythmia/Conduction Disorder - Other ,1459,1429,41451,NA,12438,NA,NA,NA,1926,1850,NA,NA,NA,NA,NA,NA,4636,NA,238330,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Cardiac Conditions - Other,330,343,14380,NA,2899,NA,NA,NA,491,422,NA,NA,NA,NA,NA,NA,1438,NA,48358,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Cerebrovascular Accident/TIA ,1005,1070,32925,NA,9208,NA,NA,NA,1291,1385,NA,NA,NA,NA,NA,NA,2202,NA,171134,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Cerebrovascular Disease - Other ,547,643,20502,NA,5045,NA,NA,NA,697,756,NA,NA,NA,NA,NA,NA,1115,NA,89358,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Pecondition Aortic Aneurysm ,278,321,5395,NA,1753,NA,NA,NA,400,426,NA,NA,NA,NA,NA,NA,535,NA,65353,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Pulmonary Embolism or Deep Vein Thrombosis,355,170,14875,NA,2875,NA,NA,NA,530,463,NA,NA,NA,NA,NA,NA,1171,NA,64082,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Vascular Disease - Other ,1425,1275,44609,NA,14099,NA,NA,NA,1999,1958,NA,NA,NA,NA,NA,NA,3871,NA,249019,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,CARDIOVASCULAR ,Circulatory System Conditions - Other ,1136,1204,33838,NA,9337,NA,NA,NA,1405,1352,NA,NA,NA,NA,NA,NA,5648,NA,156555,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,RESPIRATORY,Chronic Obstructive Pulmonary Disease,2602,1439,52349,NA,12766,NA,NA,NA,3020,2843,NA,NA,NA,NA,NA,NA,6027,NA,444993,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,RESPIRATORY,Asthma ,1103,1975,35432,NA,12589,NA,NA,NA,1464,1378,NA,NA,NA,NA,NA,NA,6144,NA,123830,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,RESPIRATORY,Sarcoidosis,30,BT,5907,NA,268,NA,NA,NA,100,60,NA,NA,NA,NA,NA,NA,352,NA,4019,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,RESPIRATORY,Pneumonia ,569,587,13668,NA,4422,NA,NA,NA,609,625,NA,NA,NA,NA,NA,NA,1155,NA,69681,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,RESPIRATORY,Respiratory System Infections - Other ,2250,2596,75212,NA,23133,NA,NA,NA,2881,2498,NA,NA,NA,NA,NA,NA,10132,NA,258831,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,RESPIRATORY,Allergic and other chronic sinusitis/rhinitis ,2302,4188,78719,NA,26195,NA,NA,NA,3139,2847,NA,NA,NA,NA,NA,NA,14412,NA,309284,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,RESPIRATORY,"Dyspnea, cough and other respiratory symptoms ",2066,2191,62384,NA,18674,NA,NA,NA,2594,2404,NA,NA,NA,NA,NA,NA,7560,NA,265839,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,RESPIRATORY,Respiratory Conditions - Other ,1536,1477,42771,NA,13694,NA,NA,NA,1983,1766,NA,NA,NA,NA,NA,NA,4786,NA,218147,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Esophageal disorders ,4921,4774,132280,NA,47293,NA,NA,NA,5967,5598,NA,NA,NA,NA,NA,NA,22861,NA,783558,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Nausea and vomiting ,481,318,13052,NA,3852,NA,NA,NA,587,403,NA,NA,NA,NA,NA,NA,1463,NA,46850,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Gastroduodenal ulcer ,257,432,8508,NA,2543,NA,NA,NA,353,350,NA,NA,NA,NA,NA,NA,891,NA,36674,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Gastric/Duodenal Disorders - Other ,649,655,20332,NA,8357,NA,NA,NA,792,722,NA,NA,NA,NA,NA,NA,2418,NA,75577,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal hemorrhage ,657,672,21844,NA,7119,NA,NA,NA,789,750,NA,NA,NA,NA,NA,NA,2537,NA,67744,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,"Polyp, colorectal ",1604,1510,51970,NA,17486,NA,NA,NA,2084,2061,NA,NA,NA,NA,NA,NA,8498,NA,252955,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Diverticulosis and diverticulitis ,696,511,19253,NA,8420,NA,NA,NA,892,852,NA,NA,NA,NA,NA,NA,3346,NA,111783,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Inflammatory Bowel Disease ,155,145,3369,NA,1180,NA,NA,NA,193,181,NA,NA,NA,NA,NA,NA,861,NA,28171,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Diarrhea/constipation and functional bowel disorders ,1452,1556,44980,NA,14621,NA,NA,NA,1800,1544,NA,NA,NA,NA,NA,NA,4903,NA,185117,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Hernia ,771,533,19977,NA,7836,NA,NA,NA,968,771,NA,NA,NA,NA,NA,NA,3728,NA,116588,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Hemorrhoids ,748,1182,28532,NA,9688,NA,NA,NA,993,877,NA,NA,NA,NA,NA,NA,4544,NA,91070,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Hepatitis C ,829,299,48387,NA,9066,NA,NA,NA,1177,819,NA,NA,NA,NA,NA,NA,3649,NA,77063,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Liver disease - Other,1338,2168,33050,NA,17272,NA,NA,NA,1411,1514,NA,NA,NA,NA,NA,NA,6231,NA,134468,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Biliary tract disease ,289,338,5731,NA,3208,NA,NA,NA,298,324,NA,NA,NA,NA,NA,NA,895,NA,32450,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Pancreatic disorders,176,107,7061,NA,1544,NA,NA,NA,224,173,NA,NA,NA,NA,NA,NA,486,NA,19912,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,GASTROINTESTINAL,Gastrointestinal System Disorders - Other ,1558,1631,50262,NA,16913,NA,NA,NA,1965,1801,NA,NA,NA,NA,NA,NA,5825,NA,192704,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,URINARY,Renal failure or Nephropathy ,1777,2493,83280,NA,18997,NA,NA,NA,2540,2865,NA,NA,NA,NA,NA,NA,3877,NA,278651,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,URINARY,Calculus of urinary tract ,460,696,8830,NA,5257,NA,NA,NA,573,638,NA,NA,NA,NA,NA,NA,2520,NA,76114,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,URINARY,Hematuria ,521,709,19648,NA,7306,NA,NA,NA,689,787,NA,NA,NA,NA,NA,NA,2298,NA,76267,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,URINARY,Kidney/Ureter Diseases - Other ,371,379,15723,NA,3958,NA,NA,NA,544,579,NA,NA,NA,NA,NA,NA,1177,NA,64744,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,URINARY,Urinary Tract Infection (cystitis/ urethritis/ pyelonephritis) ,841,678,29302,NA,8605,NA,NA,NA,961,899,NA,NA,NA,NA,NA,NA,2078,NA,95076,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,URINARY,Urinary Incontinence ,610,708,21237,NA,6180,NA,NA,NA,808,799,NA,NA,NA,NA,NA,NA,1441,NA,89517,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,URINARY,Urinary Symptoms - Other ,541,750,23055,NA,6442,NA,NA,NA,771,723,NA,NA,NA,NA,NA,NA,2368,NA,90490,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,URINARY, Urinary Conditions - Other ,772,792,26295,NA,9070,NA,NA,NA,986,963,NA,NA,NA,NA,NA,NA,2280,NA,114180,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Male genital disorders ,2942,3717,91071,NA,34464,NA,NA,NA,3768,3977,NA,NA,NA,NA,NA,NA,9747,NA,550264,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,STIs ,209,230,12468,NA,3071,NA,NA,NA,344,248,NA,NA,NA,NA,NA,NA,1458,NA,21639,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Vaginitis/ cervicitis/ and other pelvic inflammatory conditions ,156,148,7961,NA,1442,NA,NA,NA,218,141,NA,NA,NA,NA,NA,NA,776,NA,7602,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Cervical Dysplasia/ASCUS ,67,135,2081,NA,768,NA,NA,NA,113,76,NA,NA,NA,NA,NA,NA,336,NA,4572,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Endometriosis ,32,33,943,NA,258,NA,NA,NA,46,26,NA,NA,NA,NA,NA,NA,188,NA,1970,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Menstrual disorders ,182,260,8355,NA,2146,NA,NA,NA,299,210,NA,NA,NA,NA,NA,NA,1239,NA,11308,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Fibroids ,32,54,4748,NA,400,NA,NA,NA,89,62,NA,NA,NA,NA,NA,NA,437,NA,1946,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,"Ovarian cyst at least once, FY13",41,60,1448,NA,404,NA,NA,NA,67,38,NA,NA,NA,NA,NA,NA,216,NA,2505,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Polycystic ovaries ,26,35,776,NA,301,NA,NA,NA,43,38,NA,NA,NA,NA,NA,NA,161,NA,1551,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Benign Gynecologic Neoplasms - Other ,20,30,752,NA,187,NA,NA,NA,32,24,NA,NA,NA,NA,NA,NA,124,NA,1570,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Prolapse of female genital organs ,16,14,492,NA,123,NA,NA,NA,25,13,NA,NA,NA,NA,NA,NA,103,NA,2074,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Female Reproductive Organ Disorders - Other ,274,317,10918,NA,2693,NA,NA,NA,408,286,NA,NA,NA,NA,NA,NA,1534,NA,21405,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Sexual Dysfunction ,1950,2995,109511,NA,22851,NA,NA,NA,2790,2572,NA,NA,NA,NA,NA,NA,11757,NA,270378,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Contraceptive Care Management ,280,442,8254,NA,3370,NA,NA,NA,408,278,NA,NA,NA,NA,NA,NA,1488,NA,18004,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Infertility ,39,54,1153,NA,410,NA,NA,NA,51,48,NA,NA,NA,NA,NA,NA,162,NA,1693,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Menopausal disorders ,177,160,7228,NA,1145,NA,NA,NA,240,197,NA,NA,NA,NA,NA,NA,1444,NA,16775,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Miscarriage ,BT,22,249,NA,93,NA,NA,NA,11,14,NA,NA,NA,NA,NA,NA,43,NA,458,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Ectopic pregnancy ,BT,BT,90,NA,53,NA,NA,NA,BT,BT,NA,NA,NA,NA,NA,NA,12,NA,181,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy or Delivery - Normal ,99,174,2288,NA,1038,NA,NA,NA,133,70,NA,NA,NA,NA,NA,NA,392,NA,4829,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy with Obstetrical Complications or Prolonged ,71,114,1802,NA,746,NA,NA,NA,98,62,NA,NA,NA,NA,NA,NA,333,NA,4396,NA,NA,NA,NA,NA,NA,NA
Race/Ethnicity,C. Diagnoses,"C2. Distribution of Race/Ethnicity among FY13 Veteran VHA Patients by Condition, FY13 ",Race/Ethnicity by Conditions,Conditions,REPRODUCTIVE HEALTH,Pregnancy complicated by DM ,16,27,176,NA,66,NA,NA,NA,BT,BT,NA,NA,NA,NA,NA,NA,31,NA,402,NA,NA,NA,NA,NA,NA,NA
